Chinese Words,_apinyin,English Words,Chinese Usage in a Sentence,English Usage in a sentence,Chinese Usage in a Sentence Hint,Band 0 HSK,Dao,Color
丰富,fēngfù,"adjective: rich / abundant
verb: to enrich",阅读可以丰富你的知识，也让你的生活更加丰富。,Reading can enrich your knowledge and make your life more abundant.,阅读可以__你的知识，也让你的生活更加__。,Band3,1.3,5
风险,fēngxiǎn,noun: risk / danger,投资总是有风险的。,There’s always risk in investing.,投资总是有__的。,Band3,Unknown,5
分配,fēnpèi,verb: to distribute / to allocate,老师分配了作业，每人分配到了不同的任务,"The teacher assigned homework, and everyone was given different tasks.",老师__了作业，每人__到了不同的任务,Band3,2.5,5
分组,fēnzǔ,"verb: to divide into groups
noun: grouping",我们将全班分组，每组四人，分组结果将公布在公告板上。,"We’ll divide the class into groups of four, and the groupings will be posted on the board.",我们将全班__，每组四人，__结果将公布在公告板上。,Band3,3.6,5
否定,fǒudìng,"verb: to deny / to negate
adjective: negative (response or judgment)",他否定了这个建议，他的否定态度让大家很意外。,"He denied the suggestion, and his negative attitude surprised everyone.",他__了这个建议，他的__态度让大家很意外。,Band3,Unknown,5
否认,fǒurèn,verb: to deny / to repudiate (usually a fact or accusation),他否认自己与案件有关,He denied having anything to do with the case.,他__自己与案件有关,Band3,Unknown,5
福,fú,noun: blessing / good fortune,春节的时候，人们常贴“福”字。,"During Spring Festival, people often put up the character ""福"" (blessing).",春节的时候，人们常贴“__”字。,Band3,Unknown,5
付,fù,verb: to pay,请先付一半的费用。,Please pay half the fee first.,请先__一半的费用。,Band3,Unknown,5
富,fù,"adjective: rich / wealthy
verb: to become rich (literary or formal use)",他虽然不富，但他觉得心灵很富,"He may not be rich, but he feels spiritually wealthy.",他虽然不__，但他觉得心灵很__,Band3,Unknown,5
复印,fùyìn,verb: to photocopy,请帮我复印这份合同。,Please photocopy this contract for me.,请帮我__这份合同。,Band3,Unknown,5
复杂,fùzá,adjective: complex / complicated,这个问题比我想的要复杂得多。,This problem is much more complicated than I thought.,这个问题比我想的要__得多。,Band3,7.14,5
负责,fùzé,"verb: to be responsible for
adjective: responsible",他负责整个项目，是个非常负责的人。,He’s in charge of the whole project and is a very responsible person.,他__整个项目，是个非常__的人。,Band3,1.8,5
服装,fúzhuāng,noun: clothing / outfit,她的服装设计很有特色。,Her clothing designs are very unique.,她的__设计很有特色。,Band3,5.1,5
改进,gǎijìn,verb: to improve / to make better,我们需要改进产品质量。,We need to improve product quality.,我们需要__产品质量。,Band3,6.3,5
概念,gàiniàn,noun: concept / idea,“自由”这个概念对每个人的意义都不同。,The concept of “freedom” means something different to everyone.,“自由”这个__对每个人的意义都不同。,Band3,Unknown,5
改造,gǎizào,verb: to transform / to renovate / to reform,这座老房子被改造成了一家咖啡馆。,This old house was transformed into a café.,这座老房子被__成了一家咖啡馆。,Band3,5.3,5
赶到,gǎndào,verb: to rush to (a place),我刚赶到车站，火车就开走了。,I rushed to the station just as the train left.,我刚__车站，火车就开走了。,Band3,2.4,5
赶紧,gǎnjǐn,adverb: quickly / immediately,你赶紧把门关上，外面太冷了！,"Quick, close the door — it’s freezing outside!",你__把门关上，外面太冷了！,Band3,3.8,5
感冒,gǎnmào,"verb: to catch a cold
noun: cold (illness)",他感冒了，这次感冒让他整整躺了三天。,"He caught a cold, and it kept him in bed for three full days.",他__了，这次__让他整整躺了三天。,Band3,2.1,5
感情,gǎnqíng,noun: emotion / affection / feelings (between people),他们之间的感情很深。,Their feelings for each other are very strong.,他们之间的__很深。,Band3,2.3,5
感受,gǎnshòu,"noun: feeling / experience
verb: to feel / to experience",他能感受别人的情绪，他的感受也很细腻。,"He can sense others’ emotions, and his own feelings are very delicate.",他能__别人的情绪，他的__也很细腻。,Band3,1.8,5
告别,gàobié,verb: to say goodbye / to part from,她在机场和父母告别，眼里满是泪水。,"She said goodbye to her parents at the airport, her eyes full of tears.",她在机场和父母__，眼里满是泪水。,Band3,5.3,5
高速,gāosù,"noun: highway (short for 高速公路)
adjective: high-speed",我们走高速去机场，这辆车也能高速行驶。,We’re taking the highway to the airport — this car can drive at high speeds.,我们走__去机场，这辆车也能__行驶。,Band3,7.14,5
高速公路,gāosùgōnglù,noun: expressway / highway,我们开车上了高速公路，很快就到了目的地。,We got on the expressway and quickly reached our destination.,我们开车上了__，很快就到了目的地。,Band3,Unknown,5
各,gè,pronoun/determiner: each / every,会议上，各部门汇报了工作情况。,"At the meeting, each department reported its work progress.",会议上，__部门汇报了工作情况。,Band3,Unknown,5
各地,gèdì,noun: various places / all regions,这个节日在中国各地都有庆祝活动。,This festival is celebrated across all parts of China.,这个节日在中国__都有庆祝活动。,Band3,4.3,5
歌迷,gēmí,noun: fan of a singer,这位歌手的歌迷遍布全国。,This singer has fans all over the country.,这位歌手的__遍布全国。,Band3,Unknown,5
根本,gēnběn,"adverb: at all / completely (used with negatives)
noun: root / essence",他根本不理解问题的根本原因。,"He doesn't understand the issue at all, nor the root cause behind it.",他__不理解问题的__原因。,Band3,2.3,5
更加,gèngjiā,adverb: even more,这次经历让他更加成熟。,This experience made him even more mature.,这次经历让他__成熟。,Band3,1.8,5
个人,gèrén,noun: individual / personal,这是我的个人观点，不代表公司立场。,This is my personal opinion and does not represent the company.,这是我的__观点，不代表公司立场。,Band3,2.3,5
歌声,gēshēng,noun: singing voice,从远处传来了孩子们快乐的歌声。,Joyful singing voices of children came from afar.,从远处传来了孩子们快乐的__。,Band3,5.2,5
歌手,gēshǒu,noun: singer,她梦想成为一名职业歌手。,She dreams of becoming a professional singer.,她梦想成为一名职业__。,Band3,3.1,5
各位,gèwèi,pronoun: everyone (formal/polite),各位来宾，欢迎大家参加今天的活动。,"Ladies and gentlemen, welcome to today’s event.",__来宾，欢迎大家参加今天的活动。,Band3,2.4,5
个性,gèxìng,noun: personality / individuality,他的个性开朗，容易交朋友。,His personality is cheerful and he makes friends easily.,他的__开朗，容易交朋友。,Band3,Unknown,5
各种,gèzhǒng,noun/phrase: various kinds / all sorts of,商店里有各种各样的商品。,There are all sorts of goods in the store.,商店里有__各样的商品。,Band3,1.5,5
各自,gèzì,pronoun/adverb: each / respectively,他们各自负责不同的任务。,They each have their own responsibilities.,他们__负责不同的任务。,Band3,5.1,5
公布,gōngbù,verb: to announce / to make public,政府将于明天公布考试结果。,The government will announce the exam results tomorrow.,政府将于明天__考试结果。,Band3,3.11,5
工厂,gōngchǎng," noun: is the more common and specific term for a ""factory"" or ""plant""",这家工厂每天生产上千件商品。,This factory produces thousands of items daily.,这家__每天生产上千件商品。,Band3,4.2,5
工程师,gōngchéngshī,noun: engineer,他是一名软件工程师，专门开发系统。,He’s a software engineer who specializes in systems development.,他是一名软件__，专门开发系统。,Band3,Unknown,5
工夫,gōngfu,noun: time / effort / skill,只要你肯下工夫，就一定会进步。,"As long as you’re willing to put in the effort, you’ll definitely improve.",只要你肯下__，就一定会进步。,Band3,Unknown,5
功夫,gōngfu,"noun: skill / effort / time
noun: kung fu (martial arts)",他学了多年功夫，用了很多功夫才掌握好动作。,He studied kung fu for years and spent a lot of effort mastering the moves.,他学了多年__，用了很多__才掌握好动作。,Band3,4.2,5
公共,gōnggòng,adjective: public / communal,请在公共场所戴口罩。,Please wear a mask in public areas.,请在__场所戴口罩。,Band3,3.2,5
工具,gōngjù,noun: tool / instrument,修车需要各种工具。,Fixing a car requires all kinds of tools.,修车需要各种__。,Band3,1.3,5
公开,gōngkāi,verb: to disclose / to make public,公司公开了财务报表，这种公开做法很透明。,"The company disclosed its financial reports, and this open approach is very transparent.",公司__了财务报表，这种__做法很透明。,Band3,6.1,5
公民,gōngmín,"verb: to disclose / to make public
adjective: public / open (not secret)",每个公民都有投票的权利。,Every citizen has the right to vote.,每个公__都有投票的权利。,Band3,5.3,5
功能,gōngnéng,noun: function / feature,这款手机的拍照功能特别强大。,This phone’s camera function is especially powerful.,这款手机的拍照__特别强大。,Band3,4.7,5
共同,gòngtóng,adjective: shared / mutual / common,他们有一个共同的目标，就是提高生活质量。,They share a common goal: to improve their quality of life.,他们有一个__的目标，就是提高生活质量。,Band3,2.4,5
公务员,gōngwùyuán,noun: civil servant / government employee,他是一名国家公务员，在税务局工作。,He’s a civil servant working in the tax department.,他是一名国家__，在税务局工作。,Band3,Unknown,5
工业,gōngyè,noun: industry / industrial sector,这个城市以重工业为主。,This city is mainly focused on heavy industry.,这个城市以重__为主。,Band3,Unknown,5
共有,gòngyǒu,verb: to jointly own / to share,这套房子是我们兄妹共有的财产。,This house is property jointly owned by my siblings and me.,这套房子是我们兄妹__的财产。,Band3,3.3,5
