Chinese Words,pinyin,English Words,Chinese Sentence,_HSK,_Dao,Color,Encountered,ID,Formal
搬运,bānyùn,verb: to carry; to transport,工人们正在搬运货物。,Unknown,3.2,5,0,922,
乘船,chéngchuán,verb: to travel by boat,我们明天乘船去小岛。,Unknown,3.2,5,0,923,
泪光,lèiguāng,noun: tears shining in the eyes,她眼里闪着泪光。,Unknown,3.2,5,0,924,
连声,liánshēng,adverb: repeatedly; again and again,他连声向大家道歉。,Unknown,3.2,5,0,925,
零用,língyòng,adjective/noun: pocket money; for miscellaneous use,妈妈每星期都会给我零用钱。,Unknown,3.2,5,0,926,
密密,mìmì,adjective/adverb: densely; closely packed,天空中布满了密密的乌云。,Unknown,3.2,5,0,927,
耐劳,nàiláo,adjective: hardworking; able to endure hard work,他是一个非常耐劳的人。,Unknown,3.2,5,0,928,
敲打,qiāodǎ,verb: to knock; to beat; to tap,他轻轻地敲打桌面。,Unknown,3.2,5,0,929,
秋千,qiūqiān,noun: swing,小朋友们在公园里玩秋千。,Unknown,3.2,5,0,930,
扔掉,rēngdiào,verb: to throw away,不要随便扔掉垃圾。,Unknown,3.2,5,0,931,
湿透,shītòu,adjective/verb: soaking wet; drenched,他被大雨淋得湿透了。,Unknown,3.2,5,0,932,
水流,shuǐliú,noun: water flow; current,河里的水流很急。,Unknown,3.2,5,0,933,
脱下,tuōxià,"verb: to take off (clothes, shoes, etc.)",进门前请脱下鞋子。,Unknown,3.2,5,0,934,
围观,wéiguān,verb: to gather around and watch,很多人围观那场表演。,Unknown,3.2,5,0,935,
温情,wēnqíng,noun: warmth; tenderness,这部电影充满了温情。,Unknown,3.2,5,0,936,
纸条,zhǐtiáo,noun: slip of paper; note,他偷偷递给我一张纸条。,Unknown,3.2,5,0,937,
难受,nánshòu,to feel unwell / uncomfortable,我今天有点儿难受，可能感冒了。,Band2,3.3,5,0,938,
一生,yìshēng,lifetime,她一生都在帮助别人。,Band2,3.3,5,0,939,
必要,bìyào,necessary,现在没有必要担心。,Band3,3.3,5,0,940,
达到,dádào,"verb: to reach (a level, goal, result)",他终于达到了自己的目标。,Band3,3.3,5,0,941,
共有,gòngyǒu,verb: to jointly own / to share,这套房子是我们兄妹共有的财产。,Band3,3.3,5,0,942,
家具,jiājù,noun: furniture,这家店卖的家具很有设计感。,Band3,3.3,5,0,943,
紧急,jǐnjí,Adjective: urgent / critical,医院接到了一位紧急病人。,Band3,3.3,5,0,944,
学费,xuéfèi,noun: tuition fee,这所学校的学费每年都在上涨。,Band3,3.3,5,0,945,
邮件,yóujiàn,noun: mail / email,我已经把文件发到你的电子邮件。,Band3,3.3,5,0,946,
有效,yǒuxiào,adjective: effective / valid,这个药对感冒非常有效，处方也还在有效期内。,Band3,3.3,5,0,947,
早已,zǎoyǐ,adverb: long ago / already (with emphasis),我早已完成作业，就等老师检查了。,Band3,3.3,5,0,948,
专题,zhuāntí,"noun: special topic / theme (for a program, report, article)",这期杂志推出了一个关于环保的专题。,Band3,3.3,5,0,949,
操作,cāozuò,verb/noun: to operate; operation,请按照说明操作机器。,Band4,3.3,5,0,950,
促进,cùjìn,verb: to promote / to boost / to facilitate,这次交流活动促进了社团之间的了解与合作。,Band4,3.3,5,0,951,
获取,huòqǔ,verb: to obtain; to acquire,他通过努力获取了成功。,Band4,3.3,5,0,952,
讲座,jiǎngzuò,noun: lecture / seminar,我今天参加了一个关于人工智能的讲座，收获很大。,Band4,3.3,5,0,953,
轮椅,lúnyǐ,noun: wheelchair,那位老人坐着轮椅。,Band4,3.3,5,0,954,
轮子,lúnzi,noun: wheel,这辆车的轮子坏了。,Band4,3.3,5,0,955,
密切,mìqiè,adjective: close; intimate / adverb: closely,他们之间保持着密切联系。,Band4,3.3,5,0,956,
遇见,yùjiàn,verb: to meet; to come across,我昨天在地铁站遇见了他。,Band4,3.3,5,0,957,
战斗,zhàndòu,verb/noun: to fight; battle; combat,他们为了自由而战斗。,Band4,3.3,5,0,958,
最初,zuìchū,adjective/adverb: initial; at first,最初他并不同意这个计划。,Band4,3.3,5,0,959,
典礼,diǎnlǐ,noun: ceremony,毕业典礼将在明天举行。,Band5,3.3,5,0,960,
品种,pǐnzhǒng,noun: breed; variety; species,这里有很多不同品种的花。,Band5,3.3,5,0,961,
消防,xiāofáng,noun/adjective: firefighting; fire prevention,消防人员很快赶到了现场。,Band5,3.3,5,0,962,
早期,zǎoqī,noun/adjective: early stage; early period,这是他早期的作品。,Band5,3.3,5,0,963,
反抗,fǎnkàng,verb/noun: to resist; resistance,人们开始反抗不公平的制度。,Band6,3.3,5,0,964,
墨水,mòshuǐ,noun: ink,我的钢笔没有墨水了。,Band6,3.3,5,0,965,
消灭,xiāomiè,verb: to eliminate; to wipe out,我们必须消灭这些害虫。,Band6,3.3,5,0,966,
战场,zhànchǎng,noun: battlefield,士兵们正在战场上奋战。,Band6,3.3,5,0,967,
只顾,zhǐgù,verb: to only care about; to focus solely on,他只顾自己，不管别人。,Band6,3.3,5,0,968,
车道,chēdào,noun: traffic lane,这条车道只允许巴士通行。,Band7,3.3,5,0,969,
底层,dǐcéng,noun: bottom floor; lower level,超市位于大厦的底层。,Band7,3.3,5,0,970,
对准,duìzhǔn,verb: to aim at; to align with,请把镜头对准舞台。,Band7,3.3,5,0,971,
甘心,gānxīn,adjective/verb: willing; reconciled to,我不甘心就这样失败。,Band7,3.3,5,0,972,
果园,guǒyuán,noun: orchard,我们周末去了苹果果园。,Band7,3.3,5,0,973,
奖项,jiǎngxiàng,noun: award category; prize,这部电影获得了多个奖项。,Band7,3.3,5,0,974,
接力,jiēlì,noun/verb: relay; to relay,我们班赢得了接力比赛。,Band7,3.3,5,0,975,
惊慌,jīnghuāng,adjective/verb: panic; frightened and confused,听到巨响后，大家都很惊慌。,Band7,3.3,5,0,976,
敬意,jìngyì,noun: respect; esteem,我对他充满敬意。,Band7,3.3,5,0,977,
苦恼,kǔnǎo,adjective/noun: troubled; distressed,这个问题让他十分苦恼。,Band7,3.3,5,0,978,
亲近,qīnjìn,verb/adjective: to get close to; intimate,小孩子很喜欢亲近动物。,Band7,3.3,5,0,979,
勤快,qínkuài,adjective: hardworking; diligent,她是个非常勤快的人。,Band7,3.3,5,0,980,
心思,xīnsī,noun: thoughts; mind; intention,她完全没有心思工作。,Band7,3.3,5,0,981,
心意,xīnyì,noun: kindness; intention; heartfelt feeling,这是我的一点心意。,Band7,3.3,5,0,982,
原本,yuánběn,adverb/adjective: originally; original,我原本打算今天出门。,Band7,3.3,5,0,983,
着迷,zháomí,verb: to be fascinated; obsessed with,他最近对摄影很着迷。,Band7,3.3,5,0,984,
指引,zhǐyǐn,verb/noun: to guide; guidance,路牌可以指引游客方向。,Band7,3.3,5,0,985,
不愿,bùyuàn,verb / adjective: unwilling / not willing,他不愿接受别人的帮助，坚持自己解决问题。,Unknown,3.3,5,0,986,
翻滚,fāngǔn,verb: to roll; to tumble; to surge,海浪不断地翻滚。,Unknown,3.3,5,0,987,
糕饼,gāobǐng,noun: cakes and pastries,这家店卖很多传统糕饼。,Unknown,3.3,5,0,988,
狠心,hěnxīn,adjective/verb: cruel; heartless; to harden one’s heart,你怎么狠心拒绝他？,Unknown,3.3,5,0,989,
脚力,jiǎolì,noun: leg strength; walking ability,他的脚力很好，可以走很远。,Unknown,3.3,5,0,990,
截止日,jiézhǐrì,noun: deadline; closing date,报名截止日是星期五。,Unknown,3.3,5,0,991,
礼让,lǐràng,verb/noun: courtesy and yielding to others,开车时应该懂得礼让。,Unknown,3.3,5,0,992,
满地,mǎndì,adjective/adverb: all over the ground,地震后满地都是碎玻璃。,Unknown,3.3,5,0,993,
飘浮,piāofú,verb: to float; to drift,白云飘浮在天空中。,Unknown,3.3,5,0,994,
热锅,règuō,noun: hot pot / literally hot wok or pot,厨房里的热锅正在冒烟。,Unknown,3.3,5,0,995,
小镇,xiǎozhèn,noun: small town,他出生在一个安静的小镇。,Unknown,3.3,5,0,996,
衣领,yīlǐng,noun: collar,他的衣领有点脏。,Unknown,3.3,5,0,997,
住家,zhùjiā,noun: residence; home,这附近有很多住家。,Unknown,3.3,5,0,998,
走向,zǒuxiàng,verb: to walk toward / noun: trend; direction,他慢慢走向门口。,Unknown,3.3,5,0,999,
包子,bāozi,Bun,我早饭吃了两个包子,Band1,3.4,5,0,1000,
老年,lǎonián,old age / elderly years,她在老年时喜欢种花。,Band2,3.4,5,0,1001,
流利,liúlì,fluent,他说汉语说得很流利,Band2,3.4,5,0,1002,
作家,zuòjiā,"someone you consider a professional or accomplished writer, especially in literature.",她是一位著名的小说作家。,Band2,3.4,5,0,1003,
组长,zǔzhǎng,group leader,我们组的组长负责组织活动。,Band2,3.4,5,0,1004,
简直,jiǎnzhí,adverb: simply / virtually / just (used for emphasis),这道题太难了，简直像天书一样！,Band3,3.4,5,0,1005,
教练,jiàoliàn,"noun: coach / trainer
verb (rare/colloquial): to train (as a coach)",教练每天都安排我们进行严格训练。,Band3,3.4,5,0,1006,
牌子,páizi,noun: brand / sign / label,这家店的牌子很有名，门口的牌子也很显眼。,Band3,3.4,5,0,1007,
人民,rénmín,"noun: the people / citizens (formal, collective)",政府的职责是服务人民。,Band3,3.4,5,0,1008,Formal
深刻,shēnkè,adjective: profound / deep,这本书对我产生了深刻的影响。,Band3,3.4,5,0,1009,
体现,tǐxiàn,verb: to embody / to reflect,这个设计充分体现了以人为本的理念。,Band3,3.4,5,0,1010,
自动,zìdòng,adjective/adverb: automatic / voluntarily,门会自动打开，他也自动提出了帮助。,Band3,3.4,5,0,1011,
测试,cèshì,noun/verb: test; to test,工程师正在测试新系统。,Unknown,3.4,5,0,1012,
临时,línshí,adjective/adverb: temporary; at the last minute,我们临时改变了计划。,Band4,3.4,5,0,1013,
项目,xiàngmù,noun: project; item,这个项目已经完成了。,Band4,3.4,5,0,1014,
修理,xiūlǐ,verb: to repair / to fix,这台电脑坏了，需要送去修理。,Band4,3.4,5,0,1015,
阳台,yángtái,noun: balcony,她正在阳台上晒衣服。,Band4,3.4,5,0,1016,
尝试,chángshì,verb/noun: to try; attempt,我想尝试新的方法。,Band5,3.4,5,0,1017,
皮肤,pífū,noun: skin,她的皮肤很好。,Band5,3.4,5,0,1018,
人士,rénshì,noun: personage; people from a certain field,很多专业人士参加了会议。,Band5,3.4,5,0,1019,
水分,shuǐfèn,noun: moisture; water content,这种水果的水分很多。,Band5,3.4,5,0,1020,
鲜艳,xiānyàn,adjective: bright-colored; vivid,她穿着一件颜色鲜艳的裙子。,Band5,3.4,5,0,1021,
招生,zhāoshēng,verb: to recruit students; admissions,那所学校正在招生。,Band5,3.4,5,0,1022,
总算,zǒngsuàn,adverb: finally; at last,我们总算完成了任务。,Band5,3.4,5,0,1023,
重建,chóngjiàn,verb: to rebuild; to reconstruct,地震后，人们开始重建家园。,Band6,3.4,5,0,1024,
伤口,shāngkǒu,noun: wound; cut,他的手上有一道伤口。,Band6,3.4,5,0,1025,
伤亡,shāngwáng,noun: casualties; injured and dead,这场事故造成了严重伤亡。,Band6,3.4,5,0,1026,
时期,shíqī,noun: period; phase,那是一个困难的时期。,Band6,3.4,5,0,1027,
顽皮,wánpí,adjective: naughty; mischievous,那个小男孩很顽皮。,Band6,3.4,5,0,1028,
仪式,yíshì,noun: ceremony; ritual,婚礼仪式非常隆重。,Band6,3.4,5,0,1029,
约定,yuēdìng,"noun: agreement; appointment
verb: to agree on; to make an appointment",他们早就有一个约定，约定每年一起旅行一次。,Band6,3.4,5,0,1030,
专用,zhuānyòng,adjective: specially for; dedicated to,这是员工专用的停车位。,Band6,3.4,5,0,1031,
编号,biānhào,noun/verb: serial number; to number,请记下产品编号。,Band7,3.4,5,0,1032,
画展,huàzhǎn,noun: art exhibition; painting exhibition,这场画展吸引了很多游客。,Band7,3.4,5,0,1033,
劳累,láolèi,adjective/verb: tired from hard work; exhausted,工作了一整天后，他感到十分劳累。,Band7,3.4,5,0,1034,
凉爽,liángshuǎng,adjective: cool and refreshing,秋天的天气很凉爽。,Band7,3.4,5,0,1035,
视线,shìxiàn,noun: line of sight; view,高楼挡住了我的视线。,Band7,3.4,5,0,1036,
通风,tōngfēng,verb: to ventilate; ventilation,房间需要通风。,Band7,3.4,5,0,1037,
兴建,xīngjiàn,verb: to build; to construct,政府准备兴建新的医院。,Band7,3.4,5,0,1038,
选项,xuǎnxiàng,noun: option; choice,请从以下选项中选择答案。,Band7,3.4,5,0,1039,
养活,yǎnghuó,verb: to support; to provide for,他努力工作养活一家人。,Band7,3.4,5,0,1040,
指点,zhǐdiǎn,verb: to give advice; to point out,老师耐心地指点我们。,Band7,3.4,5,0,1041,
宾客,bīnkè,noun: guests; visitors,宾客们陆续到达会场。,Unknown,3.4,5,0,1042,
花展,huāzhǎn,noun: flower exhibition,我们周末去参观花展。,Unknown,3.4,5,0,1043,
昏暗,hūnàn,adjective: dim; poorly lit,房间里的灯光十分昏暗。,Unknown,3.4,5,0,1044,
礼盒,lǐhé,noun: gift box,他买了一个漂亮的礼盒。,Unknown,3.4,5,0,1045,
情理,qínglǐ,noun: reason and human feelings; common sense,这件事不合情理。,Unknown,3.4,5,0,1046,
日落,rìluò,noun: sunset,海边的日落非常美丽。,Unknown,3.4,5,0,1047,
市镇,shìzhèn,noun: town; township,这个市镇的人口越来越多。,Unknown,3.4,5,0,1048,
手下,shǒuxià,noun: subordinate; under one’s command,他有很多手下帮忙工作。,Unknown,3.4,5,0,1049,
水彩,shuǐcǎi,noun: watercolor paint; watercolor,她喜欢用水彩画画。,Unknown,3.4,5,0,1050,
同班,tóngbān,adjective/noun: in the same class; classmate,我们从小学开始就同班。,Unknown,3.4,5,0,1051,
投篮,tóulán,verb: to shoot a basketball,他连续投篮得分。,Unknown,3.4,5,0,1052,
屋内,wūnèi,noun: inside the house,请不要在屋内吸烟。,Unknown,3.4,5,0,1053,
心动,xīndòng,verb/adjective: to be tempted; emotionally moved,听到这个消息后，我有点心动。,Unknown,3.4,5,0,1054,
心房,xīnfáng,noun: chamber of the heart / figurative: heart,她的话温暖了我的心房。,Unknown,3.4,5,0,1055,
邮区,yóuqū,noun: postal district; postal code area,请填写正确的邮区号码。,Unknown,3.4,5,0,1056,
站内,zhànnèi,noun/adverb: inside the station,请不要在站内奔跑。,Unknown,3.4,5,0,1057,
竹林,zhúlín,noun: bamboo forest,我们在竹林里散步。,Unknown,3.4,5,0,1058,
总会,zǒnghuì,adverb: eventually; always; bound to,只要努力，你总会成功的。,Unknown,3.4,5,0,1059,
车站,chēzhàn,noun: station; bus station,我们在车站见面吧。,Band1,3.5,5,0,1060,
外国,wàiguó,noun: foreign country,他明年打算去外国留学。,Band1,3.5,5,0,1061,
打工,dǎgōng,to work a part-time or casual job,很多大学生暑假去打工,Band2,3.5,5,0,1062,
请客,qǐngkè,"to treat someone (to food, etc.)",他升职了，决定请客吃饭。,Band2,3.5,5,0,1063,
补充,bǔchōng,"verb: to supplement / to add
noun: supplement",老师补充了一些信息，这个补充很有用。,Band3,3.5,5,0,1064,
电视剧,diànshìjù,noun: TV drama / TV series,这部电视剧非常受欢迎。,Band3,3.5,5,0,1065,
话题,huàtí,noun: topic of conversation,我们聊了很多话题，从电影到人生。,Band3,3.5,5,0,1066,
及时,jíshí,adjective/adverb: timely / in time,医生的及时处理救了他的命。,Band3,3.5,5,0,1067,
具有,jùyǒu,"verb: to possess (formal, used for abstract qualities)",这款手机具有很强的拍照功能，非常适合喜欢摄影的人,Band3,3.5,5,0,1068,Formal
乐观,lèguān,adjective: optimistic,即使遇到困难，他也始终保持乐观态度。,Band3,3.5,5,0,1069,
日常,rìcháng,"adjective: daily / routine
noun: daily life / daily routine",她把锻炼当作日常的一部分，这种日常习惯让她更健康。,Band3,3.5,5,0,1070,
日常,rìcháng,noun/adjective: daily / everyday,这只是我们社团的日常活动，不需要特别紧张。,Band3,3.5,5,0,1071,
数量,shùliàng,noun: quantity / amount,请核对一下产品的数量是否正确。,Band3,3.5,5,0,1072,
完整,wánzhěng,adjective: complete / intact,请提交一份完整的报告。,Band3,3.5,5,0,1073,
形式,xíngshì,noun: form / format / pattern,请用书面形式提交申请。,Band3,3.5,5,0,1074,
邮票,yóupiào,noun: postage stamp,我收集了很多国家的邮票，还贴在本子里保存。,Band3,3.5,5,0,1075,
促销,cùxiāo,verb/noun: promotion; sales promotion,商场正在进行促销活动。,Band4,3.5,5,0,1076,
分之,fēnzhī,grammatical expression: denominator marker in fractions,三分之一等于一除以三。,Unknown,3.5,5,0,1077,
赞赏,zànshǎng,verb/noun: to admire; appreciation,大家都很赞赏他的努力。,Band4,3.5,5,0,1078,
回报,huíbào,verb/noun: to repay; return; reward,我希望以后能回报父母。,Band5,3.5,5,0,1079,
可惜,kěxī,adjective/adverb: what a pity; unfortunately,这么好的机会，错过了真可惜。,Band5,3.5,5,0,1080,
厉害,lìhài,adjective:厉害; impressive; severe,她的中文非常厉害。,Band5,3.5,5,0,1081,
期望,qīwàng,verb/noun: to expect; expectation,父母对孩子有很高的期望。,Band5,3.5,5,0,1082,
搜索,sōusuǒ,verb/noun: to search,警察正在搜索失踪的人。,Band5,3.5,5,0,1083,
暴雨,bàoyǔ,noun: rainstorm; heavy rain,昨晚下了一场暴雨。,Band6,3.5,5,0,1084,
海浪,hǎilàng,noun: sea wave; ocean wave,海浪不断拍打着岸边。,Band6,3.5,5,0,1085,
