Chinese Words,pinyin,English Words,Question Type,Category,Chinese Usage in a Sentence,English Usage in a sentence,Color,Chinese Usage in a Sentence Hint,Band 0 HSK
反对,fǎnduì,verb: to oppose / to object,Both,Misc,我反对这个计划，因为它不现实。,I oppose this plan because it's unrealistic.,5,我__这个计划，因为它不现实。,Band3
反复,fǎnfù,"adverb: repeatedly
adjective: repetitive / inconsistent",Both,Misc,他的态度反复，让人很难信任；他也反复练习了演讲内容,"His attitude is inconsistent, making him hard to trust; he also practiced his speech repeatedly.",5,他的态度__，让人很难信任；他也__练习了演讲内容,Band3
防,fáng,verb: to prevent / to guard against,Both,Misc,请注意防火和防盗。,Please take precautions against fire and theft.,5,请注意__火和防盗。,Band3
房屋,fángwū,noun: house / building,English,Misc,这片老旧的房屋正在被拆除。,These old houses are being demolished.,5,这片老旧的__正在被拆除。,Band3
房租,fángzū,noun: rent (for housing),Both,Misc,这个城市的房租一年比一年贵。,Rent in this city gets more expensive every year.,5,这个城市的__一年比一年贵。,Band3
房东,fángdōng,noun: landlord / landlady,Both,Misc,房东每个月都来收房租。,The landlord comes every month to collect the rent.,5,__每个月都来收房租。,Band3
方式,fāngshì,noun: method / way / style,Both,Misc,我们可以用不同的方式解决这个问题。,We can solve this problem in different ways.,5,我们可以用不同的__解决这个问题。,Band3
访问,fǎngwèn,"verb: to visit (formally, for interviews or diplomatic purposes)
noun: visit / interview",Both,Misc,记者访问了市长，这次访问持续了一个小时。,"The reporter interviewed the mayor, and the visit lasted an hour.",5,记者__了市长，这次__持续了一个小时。,Band3
防止,fángzhǐ,verb: to prevent / to avoid,Both,Misc,多洗手可以防止病毒传播。,Washing hands frequently can prevent the spread of viruses.,5,多洗手可以__病毒传播。,Band3
范围,fànwéi,noun: scope / range / extent,Both,Misc,这些问题都在考试范围之内。,These questions are all within the scope of the exam.,5,这些问题都在考试__之内。,Band3
反应,fǎnyìng,"noun: reaction / response
verb: to react / to respond",Both,Misc,这个药的反应很快，他对医生的提问也反应迅速。,"This medicine works quickly, and he also responded swiftly to the doctor’s questions.",5,这个药的__很快，他对医生的提问也__迅速。,Band3
反正,fǎnzhèng,adverb: anyway / in any case,Both,Misc,你不去也没关系，反正我一个人也能完成。,It’s fine if you don’t go — I can finish it alone anyway.,5,你不去也没关系，__我一个人也能完成。,Band3
发言,fāyán,"verb: to speak / make a speech
noun: speech / statement",Both,Misc,在会议上，他主动发言，他的发言很有见解。,"He actively spoke at the meeting, and his speech was insightful.",5,在会议上，他主动__，他的__很有见解。,Band3
发展,fāzhǎn,"verb: to develop
noun: development",Both,Misc,这个城市近年来发展很快，城市的发展吸引了很多人才,"This city has developed rapidly in recent years, and its development has attracted many talented people.

",5,这个城市近年来__很快，城市的__吸引了很多人才,Band3
费,fèi,noun: fee / expense,Both,Misc,这项服务要收一定的费用，费用不算太高。,"This service requires a fee, but it’s not too expensive.",5,这项服务要收一定的__用，__用不算太高。,Band3
飞行,fēixíng,"verb: to fly
noun: flight (as an activity)",Chinese Sentence,Misc,飞行员热爱飞行，每次飞行都让他兴奋不已。,The pilot loves flying — every flight excites him.,5,__员热爱__，每次__都让他兴奋不已。,Band3
费用,fèiyòng,noun: cost / expense,Both,Misc,旅行的所有费用由公司报销。,All travel expenses will be reimbursed by the company.,5,旅行的所有__由公司报销。,Band3
分组,fēnzǔ,"verb: to divide into groups
noun: grouping",Both,Misc,我们将全班分组，每组四人，分组结果将公布在公告板上。,"We’ll divide the class into groups of four, and the groupings will be posted on the board.",5,我们将全班__，每组四人，__结果将公布在公告板上。,Band3
分别,fēnbié,"verb: to part / to separate
adverb: respectively
noun: separation",Both,Misc,他们分别坐不同的航班离开，那场分别让人很难过,"They left on separate flights, and that parting was very emotional.",5,他们__坐不同的航班离开，那场__让人很难过,Band3
丰富,fēngfù,"adjective: rich / abundant
verb: to enrich",Both,Misc,阅读可以丰富你的知识，也让你的生活更加丰富。,Reading can enrich your knowledge and make your life more abundant.,5,阅读可以__你的知识，也让你的生活更加__。,Band3
风险,fēngxiǎn,noun: risk / danger,Both,Misc,投资总是有风险的。,There’s always risk in investing.,5,投资总是有__的。,Band3
分配,fēnpèi,verb: to distribute / to allocate,Both,Misc,老师分配了作业，每人分配到了不同的任务,"The teacher assigned homework, and everyone was given different tasks.",5,老师__了作业，每人__到了不同的任务,Band3
否定,fǒudìng,"verb: to deny / to negate
adjective: negative (response or judgment)",Both,Misc,他否定了这个建议，他的否定态度让大家很意外。,"He denied the suggestion, and his negative attitude surprised everyone.",5,他__了这个建议，他的__态度让大家很意外。,Band3
否认,fǒurèn,verb: to deny / to repudiate (usually a fact or accusation),Both,Misc,他否认自己与案件有关,He denied having anything to do with the case.,5,他__自己与案件有关,Band3
福,fú,noun: blessing / good fortune,Both,Misc,春节的时候，人们常贴“福”字。,"During Spring Festival, people often put up the character ""福"" (blessing).",5,春节的时候，人们常贴“__”字。,Band3
付,fù,verb: to pay,Both,Misc,请先付一半的费用。,Please pay half the fee first.,5,请先__一半的费用。,Band3
富,fù,"adjective: rich / wealthy
verb: to become rich (literary or formal use)",Both,Misc,他虽然不富，但他觉得心灵很富,"He may not be rich, but he feels spiritually wealthy.",5,他虽然不__，但他觉得心灵很__,Band3
复印,fùyìn,verb: to photocopy,Both,Misc,请帮我复印这份合同。,Please photocopy this contract for me.,5,请帮我__这份合同。,Band3
复杂,fùzá,adjective: complex / complicated,Both,Misc,这个问题比我想的要复杂得多。,This problem is much more complicated than I thought.,5,这个问题比我想的要__得多。,Band3
负责,fùzé,"verb: to be responsible for
adjective: responsible",Both,Misc,他负责整个项目，是个非常负责的人。,He’s in charge of the whole project and is a very responsible person.,5,他__整个项目，是个非常__的人。,Band3
服装,fúzhuāng,noun: clothing / outfit,Both,Clothes,她的服装设计很有特色。,Her clothing designs are very unique.,5,她的__设计很有特色。,Band3
改造,gǎizào,verb: to transform / to renovate / to reform,Both,Misc,这座老房子被改造成了一家咖啡馆。,This old house was transformed into a café.,5,这座老房子被__成了一家咖啡馆。,Band3
改进,gǎijìn,verb: to improve / to make better,Both,Misc,我们需要改进产品质量。,We need to improve product quality.,5,我们需要__产品质量。,Band3
概念,gàiniàn,noun: concept / idea,Both,Misc,“自由”这个概念对每个人的意义都不同。,The concept of “freedom” means something different to everyone.,5,“自由”这个__对每个人的意义都不同。,Band3
赶到,gǎndào,verb: to rush to (a place),Both,Misc,我刚赶到车站，火车就开走了。,I rushed to the station just as the train left.,5,我刚__车站，火车就开走了。,Band3
赶紧,gǎnjǐn,adverb: quickly / immediately,Both,Misc,你赶紧把门关上，外面太冷了！,"Quick, close the door — it’s freezing outside!",5,你__把门关上，外面太冷了！,Band3
感冒,gǎnmào,"verb: to catch a cold
noun: cold (illness)",English,Misc,他感冒了，这次感冒让他整整躺了三天。,"He caught a cold, and it kept him in bed for three full days.",5,他__了，这次__让他整整躺了三天。,Band3
感情,gǎnqíng,noun: emotion / affection / feelings (between people),Both,Misc,他们之间的感情很深。,Their feelings for each other are very strong.,5,他们之间的__很深。,Band3
感受,gǎnshòu,"noun: feeling / experience
verb: to feel / to experience",Both,Misc,他能感受别人的情绪，他的感受也很细腻。,"He can sense others’ emotions, and his own feelings are very delicate.",5,他能__别人的情绪，他的__也很细腻。,Band3
高速,gāosù,"noun: highway (short for 高速公路)
adjective: high-speed",Both,Misc,我们走高速去机场，这辆车也能高速行驶。,We’re taking the highway to the airport — this car can drive at high speeds.,5,我们走__去机场，这辆车也能__行驶。,Band3
告别,gàobié,verb: to say goodbye / to part from,Both,Misc,她在机场和父母告别，眼里满是泪水。,"She said goodbye to her parents at the airport, her eyes full of tears.",5,她在机场和父母__，眼里满是泪水。,Band3
高速公路,gāosùgōnglù,noun: expressway / highway,Both,Misc,我们开车上了高速公路，很快就到了目的地。,We got on the expressway and quickly reached our destination.,5,我们开车上了__，很快就到了目的地。,Band3
各,gè,pronoun/determiner: each / every,Both,Misc,会议上，各部门汇报了工作情况。,"At the meeting, each department reported its work progress.",5,会议上，__部门汇报了工作情况。,Band3
各地,gèdì,noun: various places / all regions,Both,Misc,这个节日在中国各地都有庆祝活动。,This festival is celebrated across all parts of China.,5,这个节日在中国__都有庆祝活动。,Band3
歌迷,gēmí,noun: fan of a singer,Both,Misc,这位歌手的歌迷遍布全国。,This singer has fans all over the country.,5,这位歌手的__遍布全国。,Band3
歌声,gēshēng,noun: singing voice,Both,Misc,从远处传来了孩子们快乐的歌声。,Joyful singing voices of children came from afar.,5,从远处传来了孩子们快乐的__。,Band3
歌手,gēshǒu,noun: singer,Both,Misc,她梦想成为一名职业歌手。,She dreams of becoming a professional singer.,5,她梦想成为一名职业__。,Band3
