Chinese Words,pinyin,English Words,Chinese Usage in a Sentence,English Usage in a sentence,_HSK,_Dao,Color,Encountered,ID
体力,tǐlì,noun: physical strength; stamina,搬这些箱子需要很多体力。,Carrying these boxes requires a lot of physical strength.,Band5,3.1,5,0,729
为止,wéizhǐ,phrase: up to; until,到目前为止，一切都很顺利。,"Up to now, everything has gone smoothly.",Band5,3.1,5,0,730
以往,yǐwǎng,noun/adverb: in the past; formerly,今年比以往更忙。,This year is busier than before.,Band5,3.1,5,0,731
远处,yuǎnchù,noun: the distance; far away,我看见远处有一座山。,I saw a mountain in the distance.,Band5,3.1,5,0,732
真诚,zhēnchéng,adjective: sincere; genuine,他很真诚地向我道歉。,He sincerely apologized to me.,Band5,3.1,5,0,733
真相,zhēnxiàng,noun: truth; the real situation,我终于知道事情的真相了。,I finally learned the truth of the matter.,Band5,3.1,5,0,734
指示,zhǐshì,noun/verb: instruction; to instruct,请按照指示操作。,Please follow the instructions.,Band5,3.1,5,0,735
之下,zhīxià,phrase: under; beneath,在老师的指导之下，他进步很快。,"Under the teacher’s guidance, he improved quickly.",Band5,3.1,5,0,736
指责,zhǐzé,verb: to criticize / to blame,他做错了事，却还指责别人没帮他。,He made a mistake but still blamed others for not helping him.,Band5,3.1,5,0,737
广阔,guǎngkuò,adjective: vast; wide; expansive,这里有一片广阔的草原。,There is a vast grassland here.,Band6,3.1,5,0,738
杰出,jiéchū,adjective: outstanding; remarkable,他是一位杰出的科学家。,He is an outstanding scientist.,Band6,3.1,5,0,739
绿化,lǜhuà,verb/noun: greening; landscaping,政府正在推动城市绿化。,The government is promoting urban greening.,Band6,3.1,5,0,740
盲人,mángrén,noun: blind person,那位盲人在路边等人帮助。,The blind person was waiting for help by the roadside.,Band6,3.1,5,0,741
前来,qiánlái,verb: to come; to arrive (formal),感谢大家前来参加典礼。,Thank you everyone for coming to the ceremony.,Band6,3.1,5,0,742
投票,tóupiào,verb/noun: to vote; voting,大家明天将进行投票。,Everyone will vote tomorrow.,Band6,3.1,5,0,743
往年,wǎngnián,noun: previous years; past years,今年的天气比往年热。,This year’s weather is hotter than in previous years.,Band6,3.1,5,0,744
乌云,wūyún,noun: dark clouds,天空布满了乌云。,The sky was filled with dark clouds.,Band6,3.1,5,0,745
用心,yòngxīn,adjective/adverb: attentive; with care; wholeheartedly,她很用心地准备这份礼物。,She carefully prepared this gift.,Band6,3.1,5,0,746
安心,ānxīn,adjective/verb: relieved; at ease,知道你没事后，我终于安心了。,"After knowing you were fine, I finally felt relieved.",Band7,3.1,5,0,747
丢失,diūshī,verb: to lose; to misplace,我的钱包丢失了。,My wallet was lost.,Band7,3.1,5,0,748
废物,fèiwù,noun: waste; trash / insulting slang: useless person,这些废物应该分类回收。,This waste should be sorted for recycling.,Band7,3.1,5,0,749
合唱,héchàng,verb/noun: to sing in chorus; chorus,学生们正在台上合唱。,The students are singing together on stage.,Band7,3.1,5,0,750
糊涂,hútú,adjective: confused / muddle-headed,他一紧张就变得特别糊涂，连自己的名字都说错了。,He got so nervous he turned completely confused—even said his own name wrong.,Band7,3.1,5,0,751
奖杯,jiǎngbēi,noun: trophy,他赢得了一座金色奖杯。,He won a golden trophy.,Band7,3.1,5,0,752
坚硬,jiānyìng,adjective: hard; solid,这种石头非常坚硬。,This kind of stone is very hard.,Band7,3.1,5,0,753
尽情,jìnqíng,adverb: to one’s heart’s content; fully,大家尽情地享受音乐。,Everyone fully enjoyed the music.,Band7,3.1,5,0,754
开办,kāibàn,verb: to establish; to start running,他计划开办一家公司。,He plans to start a company.,Band7,3.1,5,0,755
农场,nóngchǎng,noun: farm,孩子们去农场参观动物。,The children went to the farm to see animals.,Band7,3.1,5,0,756
跑道,pǎodào,noun: track; runway,学生们正在跑道上练习跑步。,The students are practicing running on the track.,Band7,3.1,5,0,757
佩服,pèifú,verb: to admire; to look up to,我很佩服他的勇气。,I really admire his courage.,Band7,3.1,5,0,758
器材,qìcái,noun: equipment; apparatus,学校新买了很多运动器材。,The school bought a lot of new sports equipment.,Band7,3.1,5,0,759
亲手,qīnshǒu,adverb: personally; with one’s own hands,她亲手做了这个蛋糕。,She personally made this cake.,Band7,3.1,5,0,760
身影,shēnyǐng,noun: figure; silhouette,我远远地看见了他的身影。,I saw his figure from far away.,Band7,3.1,5,0,761
逃避,táobì,verb: to avoid; to evade,遇到问题时不应该逃避。,One should not avoid problems when facing them.,Band7,3.1,5,0,762
无力,wúlì,adjective: powerless; weak,他累得全身无力。,He was so tired that his whole body felt weak.,Band7,3.1,5,0,763
应付,yìngfù,verb: to deal with; to cope with,他能够应付各种困难。,He can handle all kinds of difficulties.,Band7,3.1,5,0,764
游船,yóuchuán,noun: sightseeing boat; cruise boat,我们乘坐游船欣赏风景。,We took a sightseeing boat to enjoy the scenery.,Band7,3.1,5,0,765
有意,yǒuyì,adjective/adverb: intentional; deliberately,他有意避开这个问题。,He deliberately avoided this issue.,Band7,3.1,5,0,766
圆形,yuánxíng,noun/adjective: circle; circular shape,这个桌子是圆形的。,This table is circular.,Band7,3.1,5,0,767
在意,zàiyì,verb: to care about; to mind,我不太在意别人怎么说。,I do not really care what others say.,Band7,3.1,5,0,768
责怪,zéguài,verb: to blame,请不要责怪他。,Please do not blame him.,Band7,3.1,5,0,769
展出,zhǎnchū,verb: to exhibit; to display,博物馆正在展出古代文物。,The museum is exhibiting ancient artifacts.,Band7,3.1,5,0,770
招待,zhāodài,verb: to receive guests; to entertain,他们热情地招待了我们。,They warmly entertained us.,Band7,3.1,5,0,771
珍藏,zhēncáng,verb/noun: to treasure; treasured collection,这是他珍藏多年的照片。,This is a photo he has treasured for many years.,Band7,3.1,5,0,772
整洁,zhěngjié,adjective: neat; tidy; clean,这个房间非常整洁。,This room is very neat and tidy.,Band7,3.1,5,0,773
着想,zhuóxiǎng,verb: to consider (for someone/something),你应该为父母着想。,You should think for your parents’ sake.,Band7,3.1,5,0,774
被罚,bèifá,verb: to be punished; to be fined,他因为迟到而被罚。,He was punished for being late.,Unknown,3.1,5,0,775
乘凉,chéngliáng,verb: to enjoy the cool air,晚上很多人在树下乘凉。,Many people enjoy the cool air under the trees at night.,Unknown,3.1,5,0,776
愁眉,chóuméi,noun: worried expression; frown,他满脸愁眉地坐在那里。,He sat there with a worried expression.,Unknown,3.1,5,0,777
打翻,dǎfān,verb: to knock over; to overturn,他不小心打翻了水杯。,He accidentally knocked over the cup.,Unknown,3.1,5,0,778
得起,déqǐ,verb complement: able to afford; able to bear,这辆车太贵了，我买不起，也养不起。,This car is too expensive; I can neither buy nor maintain it.,Unknown,3.1,5,0,779
短剧,duǎnjù,noun: short drama; skit,学生们表演了一部短剧。,The students performed a short drama.,Unknown,3.1,5,0,780
害人,hàirén,verb: to harm people,这种行为会害人害己。,This kind of behavior harms both others and oneself.,Unknown,3.1,5,0,781
好些,hǎoxiē,adjective/adverb: quite a lot; much better,他的病已经好些了。,His illness has gotten much better.,Unknown,3.1,5,0,782
狠狠,hěnhěn,adverb: fiercely; 狠狠地,他狠狠地踢了一下门。,He kicked the door hard.,Unknown,3.1,5,0,783
华族,huázú,noun: ethnic Chinese community (Singapore/Malaysia usage),新加坡有很多华族文化活动。,Singapore has many Chinese cultural activities.,Unknown,3.1,5,0,784
捡到,jiǎndào,verb: to pick up (something lost or dropped),他在教室里捡到一个手机，交给了老师。,He picked up a phone in the classroom and gave it to the teacher.,Unknown,3.1,5,0,785
讲理,jiǎnglǐ,verb phrase: to be reasonable,他很讲理，有什么问题都可以好好谈。,He’s very reasonable—you can talk things through with him.,Unknown,3.1,5,0,786
口渴,kǒukě,adjective: thirsty,我跑完步以后很口渴。,I was very thirsty after running.,Unknown,3.1,5,0,787
兰花,lánhuā,noun: orchid,她在阳台种了很多兰花。,She planted many orchids on the balcony.,Unknown,3.1,5,0,788
乐于助人,lèyúzhùrén,adjective/phrase: willing to help others,她一直都很乐于助人。,She has always been willing to help others.,Unknown,3.1,5,0,789
礼包,lǐbāo,noun: gift pack; gift bundle,活动结束后，每个人都收到礼包。,Everyone received a gift pack after the event.,Unknown,3.1,5,0,790
猎枪,lièqiāng,noun: hunting rifle,猎人背着猎枪进入森林。,The hunter entered the forest carrying a hunting rifle.,Unknown,3.1,5,0,791
领奖,lǐngjiǎng,verb: to receive an award/prize,她明天要上台领奖。,She will go on stage tomorrow to receive her award.,Unknown,3.1,5,0,792
路线图,lùxiàntú,noun: route map; roadmap,请先看看路线图。,Please look at the route map first.,Unknown,3.1,5,0,793
满足感,mǎnzúgǎn,noun: sense of satisfaction; fulfillment,完成任务后，我有很大的满足感。,"After completing the task, I felt a great sense of satisfaction.",Unknown,3.1,5,0,794
民众联络所,mínzhòngliánluòsuǒ,noun: community center (Singapore usage),我们在民众联络所参加活动。,We participated in an event at the community center.,Unknown,3.1,5,0,795
泡泡,pàopào,noun: bubble,小孩子们喜欢吹泡泡。,Children like blowing bubbles.,Unknown,3.1,5,0,796
漂浮,piāofú,verb: to float; to drift,树叶漂浮在水面上。,Leaves are floating on the water surface.,Unknown,3.1,5,0,797
全岛,quándǎo,noun/adverb: island-wide; the whole island,这项活动将在全岛举行。,This event will be held across the whole island.,Unknown,3.1,5,0,798
入迷,rùmí,verb: to become fascinated; absorbed in,他看小说看得很入迷。,He became deeply absorbed in reading the novel.,Unknown,3.1,5,0,799
试加,shìjiā,verb: to try adding,你可以试加一点盐。,You can try adding a little salt.,Unknown,3.1,5,0,800
手链,shǒuliàn,noun: bracelet,她戴着一条银色手链。,She is wearing a silver bracelet.,Unknown,3.1,5,0,801
售卖,shòumài,verb: to sell,这家商店售卖各种文具。,This shop sells various stationery items.,Unknown,3.1,5,0,802
收生,shōushēng,verb: to admit students; student intake,那所学校今年开始收生。,That school has started admitting students this year.,Unknown,3.1,5,0,803
所说,suǒshuō,phrase: what was said,我同意你所说的话。,I agree with what you said.,Unknown,3.1,5,0,804
摊子,tānzi,noun: stall; stand,夜市里有很多卖小吃的摊子。,There are many snack stalls at the night market.,Unknown,3.1,5,0,805
同意书,tóngyìshū,noun: consent form,请家长签好同意书。,Please have the parents sign the consent form.,Unknown,3.1,5,0,806
辛劳,xīnláo,adjective/noun: hardworking; toil,父母的辛劳值得我们感激。,Our parents’ hard work deserves our gratitude.,Unknown,3.1,5,0,807
选为,xuǎnwéi,verb: to be chosen as,他被选为班长。,He was chosen as the class monitor.,Unknown,3.1,5,0,808
优胜,yōushèng,adjective/verb: victorious; to win,我们班在比赛中优胜。,Our class won the competition.,Unknown,3.1,5,0,809
油炸,yóuzhá,verb/adjective: deep-fried,我不太喜欢吃油炸食品。,I do not really like eating fried food.,Unknown,3.1,5,0,810
语文,yǔwén,noun: language subject (Chinese/Malay etc. in school context),她最喜欢语文课。,She likes language class the most.,Unknown,3.1,5,0,811
载满,zàimǎn,verb: to be fully loaded with,卡车载满了货物。,The truck was fully loaded with goods.,Unknown,3.1,5,0,812
只限,zhǐxiàn,verb/phrase: limited to; only for,这个优惠只限会员。,This promotion is only for members.,Unknown,3.1,5,0,813
种菜,zhòngcài,verb: to grow vegetables,爷爷喜欢在院子里种菜。,Grandpa likes growing vegetables in the yard.,Unknown,3.1,5,0,814
重要性,zhòngyàoxìng,noun: importance,他强调教育的重要性。,He emphasized the importance of education.,Unknown,3.1,5,0,815
专卖,zhuānmài,verb/adjective: exclusive sale; specialty selling,这家店专卖运动用品。,This shop specializes in selling sports goods.,Unknown,3.1,5,0,816
捉虫,zhuōchóng,verb: to catch insects / slang: to debug software bugs,小朋友在花园里捉虫。,The children are catching insects in the garden.,Unknown,3.1,5,0,817
自小,zìxiǎo,adverb: since childhood,他自小就喜欢音乐。,He has liked music since childhood.,Unknown,3.1,5,0,818
走失,zǒushī,verb: to get lost; to wander off,小孩在人群中走失了。,The child got lost in the crowd.,Unknown,3.1,5,0,819
态度,tàidu,attitude,他对工作的态度很认真。,He has a very serious attitude toward his work.,Band2,3.11,5,0,820
报到,bàodào,to check in / to report (for duty),新员工下周一来公司报到。,New employees will check in at the company on Monday.,Band3,3.11,5,0,821
公布,gōngbù,verb: to announce / to make public,政府将于明天公布考试结果。,The government will announce the exam results tomorrow.,Band3,3.11,5,0,822
加强,jiāqiáng,verb: to strengthen / to enhance,请加强系统安全性。,Please strengthen the system’s security.,Band3,3.11,5,0,823
前往,qiánwǎng,verb: to go to (formal),请于明天下午三点前往会议室集合。,Please proceed to the meeting room by 3 p.m. tomorrow.,Band3,3.11,5,0,824
