Chinese Words,pinyin,English Words,Chinese Sentence,_HSK,_Dao,Color,
外交,wàijiāo,noun: diplomacy / foreign affairs,他在外交部工作，负责中美之间的外交事务。,3,Unknown,5,
外文,wàiwén,noun: foreign language (written),这本书是用外文写的，需要翻译。,3,Unknown,5,
往往,wǎngwǎng,adverb: often / frequently (implying a pattern),失败往往是成功的开始。,3,2.3,5,
完美,wánměi,adjective: perfect / flawless,她的表现几乎完美无缺。,3,6.4,5,
完善,wánshàn,"verb: to improve / to refine
adjective: perfect / well-developed",我们需要完善系统，让功能更加完善。,3,Unknown,5,
完整,wánzhěng,adjective: complete / intact,请提交一份完整的报告。,3,3.5,5,
围,wéi,verb: to surround / to enclose,他们围着火堆聊天。,3,Unknown,5,
伟大,wěidà,adjective: great / magnificent,他为国家做出了伟大的贡献。,3,3.1,5,
危害,wēihài,"verb: to endanger / to harm
noun: harm / danger",空气污染严重危害健康，这种危害不能忽视。,3,Unknown,5,
卫生,wèishēng,"noun: hygiene / sanitation
adjective: hygienic",这家餐厅不太卫生，卫生条件需要改善。,3,3.2,5,
文化,wénhuà,noun: culture / civilization,不同的国家有不同的文化背景。,3,3.9,5,
文件,wénjiàn,noun: document / file,请把这个文件发给我。,3,5.4,5,
文明,wénmíng,"noun: civilization
adjective: civilized / polite",中国是一个古老的文明，中国人也注重文明礼貌。,3,5.4,5,
温暖,wēnnuǎn,"noun: warmth
adjective: warm (both physically and emotionally)",这个冬天特别冷，但朋友的关心让我感到温暖，这种温暖非常珍贵。,3,3.1,5,
文学,wénxué,noun: literature,他对中国文学特别感兴趣。,3,5.2,5,
文章,wénzhāng,noun: article / essay,这篇文章内容丰富，语言流畅。,3,1.8,5,
文字,wénzì,noun: characters / script / written language,汉字是世界上最古老的文字之一。,3,1.7,5,
握手,wòshǒu,verb: to shake hands,他们在会议结束后握手表示合作愉快。,3,4.3,5,
舞台,wǔtái,noun: stage (literal and metaphorical),她走上舞台，开始了自己的舞台人生。,3,1.4,5,
线,xiàn,noun: line / thread / wire,请沿着这条线剪纸。,3,Unknown,5,
现场,xiànchǎng,noun: on-site / scene (of an event),记者正在从事故现场进行直播。,3,2.1,5,
现代,xiàndài,"noun: modern times / the present era
adjective: modern",这座城市融合了传统与现代，拥有许多现代化的设施。,3,Unknown,5,
显得,xiǎnde,verb: to appear / to seem (followed by adjective),他穿上这套西装显得特别有精神。,3,2.2,5,
相比,xiāngbǐ,verb: to compare with,相比之下，今年的收入增长了很多。,3,5.4,5,
相当,xiāngdāng,"verb: to correspond to / to match
adverb: quite / fairly",他的水平相当于专业选手，而且表现相当出色。,3,3.2,5,
相关,xiāngguān,adjective: related / relevant,请提供相关材料以便审批。,3,2.6,5,
相互,xiānghù,adverb: mutual / each other,他们之间建立了相互信任的关系。,3,7.19,5,
相似,xiāngsì,adjective: similar,这两个产品外观相似，但性能差别很大。,3,Unknown,5,
现金,xiànjīn,noun: cash,请问可以用现金付款吗？,3,Unknown,5,
先进,xiānjìn,"adjective: advanced (technology, thinking, methods)",这家公司采用了先进的生产技术。,3,Unknown,5,
显然,xiǎnrán,adverb: obviously / clearly,他显然没有准备好这次演讲。,3,Unknown,5,
现实,xiànshí,"noun: reality
adjective: realistic",理想很美好，但现实很残酷，我们必须面对现实问题。,3,4.8,5,
显示,xiǎnshì,verb: to display / to show,数据清楚地显示出客户满意度的提升。,3,Unknown,5,
现象,xiànxiàng,noun: phenomenon / appearance,这种天气现象在这个季节并不常见。,3,6.4,5,
消费,xiāofèi,"verb: to consume / to spend (money)
noun: consumption / spending",假日期间人们的消费增加了，整体消费水平也在上升。,3,5.4,5,
效果,xiàoguǒ,noun: effect / result / effectiveness,这种药的效果很好，病人恢复得很快。,3,Unknown,5,
消失,xiāoshī,verb: to disappear; to vanish,那只猫突然消失了。,3,2.2,5,
消息,xiāoxi,"noun: news / information / message (DM, telegram, whatsapp, wechat etc)",听到他获奖的消息，大家都很高兴。,3,2.1,5,
信封,xìnfēng,noun: envelope,请把信放进这个信封里。,3,3.1,5,
性别,xìngbié,noun: gender / sex,报名表上需要填写性别。,3,4.6,5,
形成,xíngchéng,verb: to form / to take shape,长时间的自然力量形成了这个峡谷。,3,5.6,5,
幸福,xìngfú,"noun: happiness / well-being
adjective: happy",他们过着幸福的生活，每天都感到很幸福。,3,1.6,5,
性格,xìnggé,noun: personality / character,她性格开朗，朋友特别多。,3,5.6,5,
行李,xínglǐ,noun: luggage / baggage,他的行李太多，需要用小推车。,3,5.1,5,
形式,xíngshì,noun: form / format / pattern,请用书面形式提交申请。,3,3.5,5,
形象,xíngxiàng,"noun: image / figure (reputation, branding)
adjective: vivid (less common, literary)",他在公众中的形象很好，发言也很形象生动。,3,4.3,5,
幸运,xìngyùn,"noun: luck / fortune
adjective: lucky",他很幸运地中了彩票，这种幸运真让人羡慕。,3,3.1,5,
形状,xíngzhuàng,noun: shape / form,这个石头的形状像一颗心。,3,3.7,5,
信任,xìnrèn,"verb: to trust
noun: trust",他赢得了大家的信任，大家也愿意信任他。,3,6.2,5,
修,xiū,verb: to repair / to fix / to trim,他在修车，也顺便修了家里的水管。,3,Unknown,5,
修改,xiūgǎi,verb: to revise / to modify,请根据老师的建议修改你的文章。,3,4.3,5,
宣布,xuānbù,verb: to announce / to declare,公司宣布将推出新产品。,3,2.3,5,
宣传,xuānchuán,"verb: to publicize / to promote
noun: promotion / publicity",他们通过社交媒体宣传活动，这次宣传效果很好。,3,5.6,5,
选手,xuǎnshǒu,noun: contestant / athlete,这位选手在比赛中表现出色。,3,4.4,5,
学费,xuéfèi,noun: tuition fee,这所学校的学费每年都在上涨。,3,3.3,5,
训练,xùnliàn,"noun: training
verb: to train",他们每天进行严格训练，这种训练让他们更专业。,3,2.1,5,
需求,xūqiú,noun: demand / need,市场对新能源车的需求越来越高。,3,Unknown,5,
压力,yālì,noun: pressure / stress,工作太多让他感到很大压力。,3,3.6,5,
演唱,yǎnchàng,verb: to sing (in performance),她在晚会上演唱了一首经典老歌。,3,5.4,5,
演唱会,yǎnchànghuì,noun: concert,周末我们一起去看演唱会吧！,3,Unknown,5,
演出,yǎnchū,"noun: performance / show
verb: to perform",这次演出非常成功，演员们演出得很精彩,3,2.3,5,
演员,yǎnyuán,noun: actor / actress,他是一位经验丰富的演员。,3,1.6,5,
一方面,yìfāngmiàn,conjunction: on one hand / on the one side,他一方面想休息，另一方面又不愿意错过机会。,3,Unknown,5,
衣架,yījià,noun: clothes hanger,请把外套挂在衣架上。,3,Unknown,5,
以来,yǐlái,grammar pattern: since (a point in time),自毕业以来，我一直在这家公司工作。,3,5.3,5,
银,yín,"noun: silver (metal)
adjective: silver-colored",她戴着银项链，还赢得了比赛的银奖。,3,Unknown,5,
因此,yīncǐ,conjunction: therefore / thus,他努力工作，因此得到了大家的认可。,3,2.2,5,
应当,yīngdāng,modal verb: should / ought to,你应当遵守规定。,3,5.5,5,
迎接,yíngjiē,verb: to greet / to welcome,大家在机场热情迎接运动员归来。,3,3.9,5,
影视,yǐngshì,noun: film and television,他在影视行业工作多年。,3,Unknown,5,
营养,yíngyǎng,"noun: nutrition
adjective: nutritious (used attributively)",这顿饭非常有营养，营养成分也很均衡。,3,1.9,5,
应用,yìngyòng,"verb: to apply / to use
noun: application (as in tech/app usage)",这种技术已被广泛应用，而且相关应用也不断更新。,3,Unknown,5,
银牌,yínpái,noun: silver medal,他在奥运会上获得了银牌。,3,Unknown,5,
印象,yìnxiàng,noun: impression,她给我的第一印象非常好。,3,3.2,5,
一切,yíqiè,noun/pronoun: everything / all,无论发生什么，我们都会一起面对一切。,3,1.6,5,
艺术,yìshù,noun: art / artistic skill,她对艺术非常热爱，尤其是绘画艺术。,3,2.3,5,
意外,yìwài,"noun: accident / unexpected event
adjective: unexpected / surprising",他的到来很意外，这种意外让大家都很高兴。,3,2.5,5,
意义,yìyì,noun: meaning / significance,这项研究具有重要的现实意义。,3,2.2,5,
优点,yōudiǎn,noun: advantage / merit / strength,你的优点是认真负责。,3,4.4,5,
邮件,yóujiàn,noun: mail / email,我已经把文件发到你的电子邮件。,3,3.3,5,
有利,yǒulì,adjective: beneficial / advantageous,这种安排对双方都很有利。,3,7.19,5,
邮票,yóupiào,noun: postage stamp,我收集了很多国家的邮票，还贴在本子里保存。,3,3.5,5,
优势,yōushì,"noun: advantage (comparative, strategic)",我们在技术上有明显的优势。,3,Unknown,5,
邮箱,yóuxiāng,noun: email inbox / mailbox,请把简历发到我的工作邮箱。,3,7.1,5,
有效,yǒuxiào,adjective: effective / valid,这个药对感冒非常有效，处方也还在有效期内。,3,3.3,5,
由于,yóuyú,conjunction: due to / because of,由于天气不好，活动被取消了。,3,1.6,5,
员工,yuángōng,noun: employee / staff,公司正在招募新员工。,3,7.1,5,
愿望,yuànwàng,noun: wish / desire,她的生日愿望是考上理想的大学。,3,1.2,5,
预报,yùbào,"noun: forecast
verb: to forecast",天气预报预报明天有雨。,3,2.6,5,
约,yuē,verb: to make an appointment,我周末想约朋友出去玩,3,Unknown,5,
乐队,yuèduì,noun: band (music group),这支摇滚乐队很受年轻人欢迎。,3,5.1,5,
预防,yùfáng,verb: to prevent,多洗手可以有效预防病毒传播。,3,2.6,5,
预计,yùjì,verb: to estimate / to predict,这项工程预计明年完成。,3,Unknown,5,
运输,yùnshū,"verb: to transport
noun: transportation",物资运输已经开始，整个运输过程安排得很合理。,3,Unknown,5,
预习,yùxí,verb: to preview (lessons before class),老师要求我们先预习下一课的内容。,3,Unknown,5,
造,zào,verb: to make / to build,这家工厂主要造汽车。,3,Unknown,5,
造成,zàochéng,verb: to cause / to result in,粗心大意造成了严重后果。,3,2.4,5,
早已,zǎoyǐ,adverb: long ago / already (with emphasis),我早已完成作业，就等老师检查了。,3,3.3,5,
杂志,zázhì,noun: magazine,我订了一本时尚杂志。,3,2.1,5,
增加,zēngzhǎng,verb: to increase / to raise,为了满足需求，公司决定增加产量。,3,2.2,5,
增长,zēngzhǎng,"verb: to grow / to increase (abstract things like knowledge, population, etc.)",近几年，人们对健康的关注明显增长。,3,7.2,5,
责任,zérèn,noun: responsibility / duty,作为领导，他必须承担更多责任。,3,2.3,5,
展开,zhǎnkāi,verb: to unfold / to launch,活动正式展开，接下来是精彩的表演。,3,5.5,5,
证件,zhèngjiàn,noun: ID / official document,请出示您的身份证或其他有效证件。,3,Unknown,5,
证据,zhèngjù,noun: evidence / proof,警方已经掌握了充分的证据。,3,Unknown,5,
整理,zhěnglǐ,verb: to tidy up / to organize,请你帮我整理一下房间和资料。,3,2.5,5,
证明,zhèngmíng,"verb: to prove / to certify
noun: proof / certificate",医生证明他已经康复，这张证明已经交给公司了。,3,2.7,5,
整齐,zhěngqí,adjective: neat / orderly / well-organized,学生们穿着整齐地排成一排。,3,1.6,5,
争取,zhēngqǔ,verb: to strive for / to fight for / to win over,他正在努力争取奖学金的机会。,3,2.5,5,
争取,zhēngqǔ,verb: to strive for; to fight for,我们应该争取更多机会。,3,2.5,5,
正式,zhèngshì,adjective: formal / official,会议将于下午两点正式开始。,3,6.2,5,
整体,zhěngtǐ,"noun: whole / entirety
adjective: overall / as a whole",从整体来看，这个设计非常合理，整体风格统一。,3,5.6,5,
整整,zhěngzhěng,adverb: full / whole (emphasizing duration or quantity),我等了他整整两个小时。,3,Unknown,5,
真实,zhēnshí,adjective: true / real / genuine,我们需要了解事件的真实情况。,3,5.4,5,
直播,zhíbō,"noun: live broadcast
verb: to livestream",他们正在直播比赛，整个直播吸引了很多观众。,3,Unknown,5,
支持,zhīchí,"verb: to support
noun: support",大家都支持他的决定，他感受到了强烈的支持。,3,1.3,5,
指出,zhǐchū,verb: to point out / to indicate,老师指出了我们文章中的错误,3,5.5,5,
直到,zhídào,preposition/conjunction: until,我一直等你，直到天黑你也没来。,3,1.9,5,
指导,zhǐdǎo,"verb: to guide / to instruct
noun: guidance / coaching",他负责指导新员工，并提供了很有用的指导。,3,6.5,5,
值得,zhíde,verb: to be worth (doing something),这本书非常值得一读。,3,2.3,5,
制定,zhìdìng,"verb: to formulate / to set up (rules, plans, policy)",公司制定了新的员工考核制度。,3,5.4,5,
制度,zhìdù,noun: system / institution / policy,这种奖惩制度在学校已经实行多年。,3,7.2,5,
支付,zhīfù,verb: to pay (money),请在下单后尽快支付订单金额。,3,Unknown,5,
职工,zhígōng,noun: staff / employees (usually working-class),公司为每位职工提供了免费的午餐。,3,Unknown,5,
只好,zhǐhǎo,adverb: have no choice but to / be forced to,车错过了，我们只好步行回家。,3,1.6,5,
至今,zhìjīn,adverb: until now / to this day,这项传统至今仍然保留着,3,Unknown,5,
至少,zhìshǎo,adverb: at least,完成这项工作至少需要两天时间。,3,6.5,5,
职业,zhíyè,noun: profession / occupation,他的职业是医生。,3,Unknown,5,
