Chinese Words,pinyin,English Words,Chinese Usage in a Sentence,English Usage in a sentence,_HSK,_Dao,Color
联合,liánhé,"verb: to unite / to combine
noun: alliance / cooperation",几家公司联合推出了一项新产品，这种联合提升了市场竞争力。,Several companies joined forces to launch a new product — the alliance boosted market competitiveness.,Band3,5.3,5
联合国,liánhéguó,noun: United Nations,联合国致力于促进全球和平与发展。,The United Nations is committed to promoting global peace and development.,Band3,Unknown,5
连忙,liánmáng,adverb: hurriedly / promptly,听到有人喊他，他连忙跑过去。,"When he heard someone call him, he hurried over.",Band3,1.2,5
联系,liánxì,"verb: to contact / to connect
noun: contact / connection",如果你有问题，请随时联系我，我的联系方式没变。,"If you have any questions, contact me anytime — my contact details haven’t changed.",Band3,3.8,5
连续,liánxù,"adjective: consecutive / continuous
adverb: continuously",他连续三天加班，身体已经吃不消了。,He worked overtime for three consecutive days and is now exhausted.,Band3,3.7,5
连续剧,liánxùjù,noun: TV series / drama,这部连续剧剧情紧凑，非常吸引人。,This TV series has a tight plot and is very engaging.,Band3,Unknown,5
理发,lǐfà,"verb: to get a haircut / to cut hair (more formal way to say haircut or in general get the whole hair done professionally)
noun: haircut",我昨天去理发了，这次的理发效果还不错。,I got a haircut yesterday — this time it turned out pretty well.,Band3,Unknown,5
离婚,líhūn,"verb: to divorce
noun: divorce",他们和平离婚了，这次离婚对孩子影响不大。,"They divorced peacefully, and the divorce didn’t affect the child much.",Band3,Unknown,5
理解,lǐjiě,"verb: to understand (ideas, reasoning, emotions)
noun: understanding",我能理解你的决定，也感谢你的理解。,"I understand your decision, and I appreciate your understanding.",Band3,1.9,5
立刻,lìkè,adverb: immediately / at once,我立刻给他回了电话。,I called him back immediately.,Band3,1.3,5
力量,lìliàng,noun: strength / power (physical or abstract),团结是我们最强的力量。,Unity is our greatest strength.,Band3,4.2,5
理论,lǐlùn,noun: theory,他掌握了扎实的物理理论，能够清楚解释实验现象。,He has a solid grasp of physics theory and can clearly explain experimental results.,Band3,6.3,5
领,lǐng,verb: to receive / to lead / to fetch,他带大家去领奖，然后亲自领回奖品。,He led everyone to the award ceremony and personally picked up the prize.,Band3,Unknown,5
领导,lǐngdǎo,"noun: leader / leadership
verb: to lead / to guide",这位领导领导能力很强，深受大家尊敬。,This leader has excellent leadership skills and is highly respected.,Band3,Unknown,5
另外,lìngwài,"adverb: in addition / besides
conjunction: moreover",这本书没货了，另外几本还可以预订。,"This book is out of stock, but the others can still be pre-ordered.",Band3,6.3,5
领先,lǐngxiān,"verb: to lead / to be ahead
adjective: leading / in front",他在比赛中一直领先，是全场领先者。,He stayed ahead in the race and was the overall leader.,Band3,7.17,5
另一方面,lìngyìfāngmiàn,noun phrase: on the other hand,一方面要省钱，另一方面也不能太委屈自己。,"On one hand, we should save money; on the other, we shouldn’t make life too hard for ourselves.",Band3,Unknown,5
留学,liúxué,verb: to study abroad,他打算明年去法国留学。,He plans to study in France next year.,Band3,Unknown,5
利用,lìyòng,verb: to use / make use of,我们可以利用这段时间复习功课。,We can make use of this time to review the material.,Band3,1.7,5
理由,lǐyóu,noun: reason / justification,你迟到的理由是什么？,What’s your reason for being late?,Band3,1.8,5
录,lù,verb: to record / to enroll / to admit,这场讲座已经录下来，同时他也被大学正式录取了。,"The lecture has been recorded, and he’s also been officially admitted to the university.",Band3,Unknown,5
旅馆,lǚguǎn,noun: hotel / inn,这家旅馆虽然小，但环境很干净。,"Although small, this hotel is very clean.",Band3,Unknown,5
落后,luòhòu,"verb: to fall behind
adjective: backward / underdeveloped",他在比赛中落后了，主要是设备比较落后。,"He fell behind in the competition, mainly because the equipment was outdated.",Band3,6.3,5
路线,lùxiàn,noun: route / itinerary,导游给我们规划了一条合理的旅游路线。,The tour guide planned a reasonable travel route for us.,Band3,2.4,5
旅行社,lǚxíngshè,noun: travel agency,我通过旅行社订了日本的全程行程。,I booked the entire Japan trip through a travel agency.,Band3,4.8,5
录音,lùyīn,"verb: to record audio
noun: audio recording",请听这段录音，这个录音记录了会议的重点。,Please listen to this recording — it captured the key points of the meeting.,Band3,7.7,5
满足,mǎnzú,"verb: to satisfy
adjective: satisfied",公司满足了我的要求，我也感到很满足。,"The company met my requests, and I feel quite satisfied.",Band3,3.8,5
毛病,máobìng,"noun: problem / fault / defect (can be used for machines, habits, or health)",电脑又出了毛病，你的坏习惯也该改改这个毛病了。,"The computer has a problem again — and you should also fix that bad habit.
",Band3,3.2,5
美好,měihǎo,"adjective: beautiful / wonderful (used for abstract things like memories, future)",我们一起度过了美好的时光。,"We spent some wonderful moments together.

",Band3,1.5,5
美食,měishí,noun: delicious food / gourmet food,台湾是著名的美食天堂。,Taiwan is a famous paradise for food lovers.,Band3,1.3,5
美术,měishù,"noun: fine arts (painting, sculpture, etc.)",她在大学学的是美术专业。,She studied fine arts in university.,Band3,1.5,5
媒体,méitǐ,noun: media / news outlet,这条新闻引起了各大媒体的关注。,This news has attracted attention from major media outlets.,Band3,8.2,5
美元,měiyuán,noun: U.S. dollar,这件商品价格是100美元。,This item costs 100 U.S. dollars.,Band3,Unknown,5
迷,mí,"noun: fan / enthusiast
verb: to be fascinated / confused / lost (figurative or literal)",他是音乐迷，听得太入迷，结果迷路了。,He’s a music fan who got so absorbed in listening that he ended up getting lost.,Band3,Unknown,5
面对,miànduì,verb: to face / to confront,我们要勇敢面对现实。,We must face reality with courage.,Band3,1.5,5
面积,miànjī,noun: area / surface area,这套房子的面积是120平方米。,This apartment has an area of 120 square meters.,Band3,Unknown,5
明确,míngquè,"verb: to make clear / to clarify
adjective: clear / definite",他明确表达了自己的意见，态度也非常明确,"He clearly expressed his opinion, and his attitude was very definite.",Band3,Unknown,5
明确,míngquè,"adjective: clear / explicit
verb: to clarify",会议明确了目标，也进一步明确了分工。,The meeting clarified the goals and further clarified task assignments.,Band3,Unknown,5
明显,míngxiǎn,adjective: obvious / evident,这次成绩进步非常明显。,The improvement in grades this time is very obvious.,Band3,2.5,5
命运,mìngyùn,noun: fate / destiny,他相信命运掌握在自己手中。,He believes that destiny lies in his own hands.,Band3,Unknown,5
民间,mínjiān,"adjective: among the people / folk (used with culture, art, etc.)",这种节日来源于民间传统。,This festival originates from folk traditions.,Band3,7.17,5
民族,mínzú,noun: ethnicity / nation,中国是一个多民族国家。,China is a multi-ethnic country.,Band3,7.17,5
某,mǒu,pronoun: some / a certain (person or thing),某人昨天偷偷进入了办公室,Someone entered the office secretly yesterday.,Band3,Unknown,5
目标,mùbiāo,noun: goal / target,我的目标是两年内通过所有考试。,My goal is to pass all the exams within two years.,Band3,3.2,5
目前,mùqián,noun/adverb: at present / currently,目前我们还没有足够的信息做决定。,"At present, we don’t have enough information to make a decision.",Band3,3.9,5
难度,nándù,noun: degree of difficulty,这次考试的难度比上次高很多。,The difficulty level of this exam is much higher than the last one.,Band3,Unknown,5
内容,nèiróng,"noun: content (of speech, writing, work, etc.)",这本书的内容非常有深度。,The content of this book is very profound.,Band3,1.5,5
内心,nèixīn,noun: inner heart / innermost feelings,她虽然笑着，但内心其实很难过。,"Although she was smiling, she was actually sad deep down inside",Band3,3.2,5
能力,nénglì,noun: ability / capacity / competence,他有能力独立完成这个项目。,He has the ability to complete the project independently.,Band3,2.3,5
年初,niánchū,noun: beginning of the year,年初我们制定了全年目标。,"At the beginning of the year, we set our annual goals.",Band3,7.18,5
年代,niándài,noun: decade / era,这首老歌是上世纪八十年代的作品。,This old song is from the 1980s.,Band3,5.4,5
年底,niándǐ,noun: end of the year,年底公司会进行一次业绩评估。,The company will conduct a performance review at the end of the year.,Band3,2.4,5
年纪,niánjì,noun: age (of a person),她虽然年纪大了，但身体还很好。,"Although she’s old, she’s still in good health.",Band3,1.6,5
农村,nóngcūn,noun: countryside / rural area,他们从农村搬到了城市,They moved from the countryside to the city.,Band3,Unknown,5
农民,nóngmín,noun: farmer / peasant,农民们正在田里忙着种地。,The farmers are busy working in the fields.,Band3,Unknown,5
农业,nóngyè,noun: agriculture,这个地区以发展农业为主。,This area mainly focuses on agricultural development.,Band3,Unknown,5
暖和,nuǎnhuo,adjective: warm (weather or environment),今天阳光明媚，天气非常暖和。,"It’s sunny today, and the weather is pleasantly warm.",Band3,7.2,5
派,pài,"verb: to assign / to send
noun: faction / school of thought",公司派我去参加会议，我代表的是市场派的观点,"The company sent me to the meeting, where I represented the marketing faction’s views.",Band3,Unknown,5
排名,páimíng,"noun: ranking
verb: to rank (usually followed by 第...)",他在考试中排名第一，这个排名让他很开心,"He ranked first in the exam, and the ranking made him very happy.",Band3,Unknown,5
